STT,Ten_Xa,F,Q_tb,Q_tb_kiet,sigma,X_tb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X_nam_i,X_nam_j,h_nam_i,h_nam_j,V_reservoirs,flood_hours,X,X_mean,sigma_spi,salinity_val,K,k,H,h,W_13,w_13,M_xc,m,N,n,P_xl,P,S,S_tn,S_cham,W_18,PA,W_19,demand_increase,TC_dt,TC_nt,Z,z,P_school,p_total,Q_school,p_total_24
65,Phường Đức Xuân,33.97,48.05,33.41,86.47,84.25,47.54,12.37,67.75,94.89,38.88,26.36,52.89,15.25,9.71,58.28,58.83,32.01,59.1,65.34,16.63,71.1,18.4,93.31,85.67,28,64.51,60.59,0.15,5.04,65.26,83.91,84.27,21.92,9.75,67.85,25.09,45.47,51.19,45.06,29.63,68.14,39.74,78.42,13.48,57.11,69.27,10.07,17.18,19.05,35.26,63.87,9.06,99.06,64.87
66,Phường Đường Hào,49.5,0.13,69.49,48.93,72.64,66.67,21.59,67.99,4.31,33.7,88.79,47.09,6.76,48.98,18.4,6.72,2.52,21.03,69.35,9.92,39.15,42.95,71.11,19.63,76.13,77.77,46.04,38.95,92.54,52.37,35.27,95.94,39.56,10,14.77,59.04,67.69,82.71,55.09,82.86,58.25,33.8,38.01,69.19,63.27,96.79,51.49,43.62,60.41,10.34,17.29,60.41,13.69,73.58
67,Phường Dương Kinh,14.05,25.05,16.33,96.5,15.84,82.81,51.78,32.09,13.33,2.32,47.66,9.13,2.56,34.15,98.74,86.82,31.05,66.21,88.34,87.3,82.28,95.49,66.55,48.91,79.6,58.17,22.11,56.32,25.63,50.58,1.73,40.65,63.91,97.9,39.29,39.9,67.61,52.44,14.59,96.42,51.42,4.24,24.28,24.47,43.47,74.28,33.55,91.23,12.1,56.74,86.29,62.66,39.94,66.68
68,Phường Dương Nội,8.08,16.86,94.29,58.75,57.4,58.37,28.19,43.91,37.8,57.31,44.31,71.63,55.87,96.62,84.88,54.92,38.3,85.25,70.23,74.55,80.07,24.82,35.81,72.33,94.1,66.89,92.49,89.32,91.87,2.78,98.43,10.88,16.72,94.09,18.29,13.17,35.03,20.83,68.7,85.49,2.61,93.07,56.45,29.1,78.44,85.28,53.09,92.42,7.81,67.01,60.3,78.65,46.48,55.83
69,Phường Duy Hà,41.03,74.55,96.57,43.43,35.97,72.91,57.88,55.8,87.59,89.26,99.21,93.62,39.69,46.21,50.73,33.73,55.18,67.99,14.81,84.69,74.86,32.97,25.38,38.86,3.81,12.86,42.24,12.95,31.78,34.41,98.81,35.7,44.56,71.29,79.5,67.91,60.9,84.39,83.3,17.32,30.34,74.79,79.46,81.25,35.55,86.9,50.83,78.2,24.71,12.1,65.96,98.66,51.88,0.37
70,Phường Duy Tân,22.64,59.51,15.11,63.29,40.42,28.12,96.84,9.08,83.37,25.89,67.99,3.86,98.08,52.23,25.94,18.73,63.51,13.36,26.53,45.42,80.23,49.94,47.01,85.35,75.17,19.27,19.51,21.61,7.19,49.59,16.35,28.6,40.31,17.17,1.17,31.93,72.88,20.25,9.37,7.39,37.1,31.28,36.63,3.81,20.09,87.38,81.55,1.59,86.67,49.17,80.65,78.01,69.59,94.45
71,Phường Duy Tiên,35.45,66.32,8.23,39.96,95.21,36.04,57.35,92.65,36.96,58.72,58.41,58.76,84.46,94.99,26.28,60.37,86.49,68.13,4.46,57.97,60.37,36.59,55.41,6.55,14.48,67.52,5.07,50.87,61.71,54.32,6.84,23.24,13.64,95.81,21.22,73.81,85.9,24,20.08,51.22,55,42.57,15.14,78.18,74.29,95.37,93.99,6.25,78.83,43.43,45.66,21.63,62.66,40.17
72,Phường Gia Sàng,11.05,5.83,4.43,36.36,28.87,31.14,24.52,66.66,94.88,12.36,20.59,81.39,7.34,84.3,80.55,8.13,44.1,28.18,96.46,49.72,16.07,72.58,4.59,23.67,40.54,90.1,42.48,79.49,67.17,98.73,21.75,78.91,57.74,79.11,52.97,34.73,15.11,86.67,96.58,13.26,84.99,70.56,47,37.62,30.18,76.42,7.78,94.25,71.63,53.61,16.2,94.58,58.3,2.26
73,Phường Gia Viên,13.37,74.44,88.99,69.68,19.03,13.5,90.99,32.95,96.73,5.69,94.34,30.18,52.4,35.36,92.01,56.48,7.09,99.89,76.05,83.61,80.88,81.49,34.12,6.35,31.96,59.81,92.22,75.2,40.92,81.95,86.15,6.28,90.62,10.64,73.31,95.17,4.84,96.77,80.98,74.74,25.58,84.21,57.25,83.38,46.66,31.7,37.72,4.38,94.91,62.16,74.42,57.63,21.3,6.14
74,Phường Giảng Võ,34.65,33.02,61.09,27.88,42.5,97.18,15.3,52.15,40.73,50.06,89.84,87.97,33.53,5.82,42.44,19.08,57.45,32.51,56.34,14.5,98.16,52.74,53.5,99.18,46.3,23.75,70.98,27.49,20.72,14.65,25.32,48.1,16.75,81.02,65.37,72.31,0.21,10.17,25.38,80.7,53.39,10.73,87.07,24.73,67.1,4.61,53.64,41.61,33.79,81.54,12.94,32.35,94.96,46.85
75,Phường Hà An,49.61,70.22,16.18,63.63,88.41,5.74,52.21,98.86,44,97.1,16.67,76.71,45.91,36.67,86.18,92.58,91.93,53.38,95.74,18.99,39.45,99.22,67.9,16,26.23,42.06,3.7,62.78,60.58,0.11,27.27,37.1,88.9,52.29,31.29,84.74,58.3,89.5,67.03,35.64,20.68,0.51,66.6,59.98,82.49,19.41,11.17,16.23,86.49,26.76,93.16,40.03,93.91,35.2
76,Phường Hà Đông,33.33,4.72,81.92,63.51,87.95,9.09,43.86,62.33,98.85,56.25,56.32,20.18,40.98,87.2,1.43,23.56,50.75,23.7,52.52,84.3,93.22,98.43,20.6,20.37,96.5,97.45,78.74,64.2,12.23,1.06,53.37,93.05,25.78,74.8,31.63,72.89,0.24,75.96,93.73,90.82,20.05,24.77,49.43,19.87,3.65,54.9,82.88,52.97,8.83,43.87,41.61,62.39,92.28,36.48
78,Phường Hà Giang 1,12.66,14.21,76.37,47.25,49.66,36.9,34.24,10.76,11.13,85.47,81.92,1.14,41.04,90.97,76.68,78.23,36.85,69.1,61.02,68.66,0.72,56.88,57.39,5.88,21.92,82.2,40.39,87.5,17.05,35.27,37.5,62.3,1.9,8.85,36.05,83.59,77.46,57.38,84.5,44.28,65.66,38.13,54.72,9.75,80.67,73.42,11.91,86.24,10.49,24.27,58.74,4.52,38.05,95.63
79,Phường Hà Giang 2,37.15,37.54,57.87,11.11,26.85,53.43,56.62,9.4,40.12,27.94,94.37,9.37,56.06,52.4,96.8,28.66,73.91,30.57,13.09,17.76,98.23,88.33,90.91,95.01,82.88,82.84,0.23,79.89,50.76,80.92,16.58,52.28,23.85,35.29,52.24,89.24,71.35,57.54,61.75,83.75,17.8,77.87,55.32,88.13,38.79,16.45,43.41,68.62,9.25,6.02,74.59,42.86,86.29,10.64
80,Phường Hà Lầm,40.82,3.66,82.2,54.68,67.96,15.38,47.39,98.46,68.54,30.49,28.88,15.62,39.91,29.01,66.72,94.17,56.97,2.6,6.42,81.47,89.44,65.11,83.91,2.2,63.13,72.07,64.47,33.13,56.43,87.89,32.78,39.09,90.48,51.8,80.08,21.75,9.28,91.33,67.26,59.56,91.4,17.59,42.07,36.94,67.57,56.21,80.8,31.79,79.2,19.6,32.09,15.11,68.15,63.51
81,Phường Hạ Long,26.73,46.36,1.26,99.69,66.01,56.5,47.76,66.23,25.17,10.48,18.6,98.97,40.53,19.07,52.41,67.7,38.12,29.35,12.6,69.37,65.41,74.73,82.55,53.02,75.07,51.67,39.21,65.55,55.47,99.92,15.54,46.62,18.1,51.99,53.08,25.21,2.4,24.18,1.35,61.27,72.12,89.52,47.09,70.66,16.34,52.7,1.87,25.25,0.89,77.99,33.82,77.26,48.35,83.02
82,Phường Hà Nam,8.15,39.82,60.39,49.13,48.61,29.36,9.27,0.64,38.68,41.97,28.83,57.06,82.01,14.3,80.15,26.15,87.33,31.86,74.59,36.64,43.43,24.74,5.66,42.25,72.94,55.42,25.23,88.93,70.04,29.53,47.23,9.81,81.98,83.6,50.93,49.18,25.24,33.3,55.99,17.06,95.08,48.6,44.14,53.38,26.33,96.92,2.75,26.3,20.01,25.08,19.74,74.78,38.74,9.58
83,Phường Hà Tu,21.33,51.16,68.52,42.78,16.24,57.8,46.62,73.65,29.79,55.79,97.29,84.58,37.91,30.94,36.16,58.18,81.29,74.89,67.65,2.64,31.62,39.35,45.18,76.78,10.48,51.51,61.97,23.21,12.35,16.03,50.17,46.13,64.48,66.06,85.59,23.14,58.01,73.36,83.68,12.45,52.37,83.97,72.55,33.02,48.97,32.6,94.44,46.33,62.28,58.34,87.99,37.57,93.27,39.69
84,Phường Hải An,44.11,68.43,25.59,89.67,82.63,47.16,64.93,15.92,70.46,30.86,82.7,8.69,30.8,40.46,13.68,52.87,65.38,6.38,75.68,25.73,53.49,1.17,20.82,98.66,7.23,26.34,62.44,48.06,85.21,28.87,61.99,49.58,41.05,23.25,63.4,85.39,79.73,88.39,59.83,85.1,6.51,11.8,65.13,71.29,12.66,61.37,41.47,69.91,34.78,3.02,66.86,33.06,86.7,1.58
85,Phường Hai Bà Trưng,42.43,57.69,15.11,39.12,59.83,3.29,46.1,8.49,63.75,19.78,50.39,26.06,15.03,55.43,33.43,34.32,72.17,86.23,61.18,15.65,98.19,73.67,27.84,4.81,67.1,96.29,41.14,10.89,16.84,63.54,48.69,94.71,23.13,79.38,89.36,40.73,39.72,36.6,21.4,87.38,1.78,90.86,74.54,43.88,98.69,70.97,51.94,80.78,49.04,49.66,63.96,80.1,83.88,96.09
86,Phường Hải Dương,46.35,17.12,71.7,84.58,98.74,76.43,11.25,36.92,8.73,36.16,45.95,72.75,91.59,97.85,43.33,92.98,41.78,50.02,98.33,30.67,1.86,92.46,97.57,97.62,18.28,74.61,72.28,54.06,32.66,73.84,13,49.6,51.88,8.66,3.93,98.04,92.82,39.65,76.97,67.46,57.82,37.24,20.26,66.95,31.23,26.08,60.85,40.63,63.78,38.57,30.52,59.88,98.14,57.93
87,Phường Hạp Lĩnh,6.27,66.75,7.34,46.18,96.78,93.14,89.82,41.52,56.49,0.97,71.32,17.33,67.92,17.64,58.12,15.23,98.24,58.29,19.67,50.08,29.8,97.27,60.94,47.41,66.71,52.69,33.71,3.94,63.32,34.57,68.2,90.64,69.23,52.32,8.95,53.12,38.68,74.67,73.71,63.14,77.33,11.41,74.97,91.37,29,45.52,54.43,80.97,49.47,46.39,43.85,34.01,15.36,76.75
88,Phường Hiệp Hòa,45.16,73.12,86.9,45.73,70.79,32.39,11.57,21.38,44.73,5.56,87.49,42.55,27,45.4,98.94,68.71,15.32,91.15,1.03,33.92,4.74,26.73,80.35,59.45,31.33,65.54,74.71,41.71,75.03,82.68,75.12,53.41,87.69,83.96,27.29,61.45,53.7,4.84,56.82,45.58,7.2,61.68,58.67,83.84,50.92,3.09,92.65,3.92,52.03,77.81,72.54,60.95,45.82,36.56
89,Phường Hòa Bình,29.81,48.16,58.07,78.99,18.57,86.21,75.33,37.87,86.47,37.85,55.74,73.16,57.71,70.78,93.41,21.06,11.93,37.83,3.72,32.9,96.84,63.89,44.17,84.98,2.69,74.71,64.41,30.85,82.12,67.24,71.2,37.33,16.04,56.3,85.7,71.17,73.5,52.2,67.16,47.97,30.54,31.06,50.31,17.86,17.72,2.25,99.57,7.6,65.78,44.93,84.31,78.64,78.57,59.58
91,Phường Hoa Lư,12.93,99.11,92.42,17.66,37.56,69.06,71.29,85.18,64.21,86.84,20.09,76.47,94.55,44.16,70.09,87.8,25.84,57.94,25.67,3.23,66.26,82.21,13.79,96.98,28.24,96.67,75.13,28.48,51.46,40.21,79.7,90.77,77.66,68.18,9.78,86.98,74.78,59.94,81.54,30.65,75.41,84.5,77.53,49.4,73.29,3.55,68.72,0.25,7.34,72.14,4.35,56.07,0.82,21.02
92,Phường Hoàn Kiếm,39.97,40.08,14.7,22.33,18.3,32.61,46.52,44.91,22.36,30.79,88.32,3.84,85.48,87.17,10.91,66.66,37.79,51.45,81.67,84.12,73.79,99.21,94.62,75.4,94.81,72.06,74.35,52.47,17.41,54.15,97.35,45.41,75.66,99.32,66.31,69.82,71.81,70.39,44.48,5.27,13.37,87.83,60.88,90.54,37.26,31.89,9.31,98.83,7.42,78.39,40.9,91.18,91.52,10.11
93,Phường Hoàng Liệt,29.8,59.48,59.85,53.52,68.49,82.9,13.38,11.35,68.94,67.58,21.59,90.27,28.76,18.83,98.44,8.34,76.48,52.73,17.7,97.68,38.18,58.6,25.52,89.48,43.06,35.21,81.71,42.27,70.28,85.96,22.29,69.87,92.41,66.18,44.31,54.7,72.24,16.84,65.81,24.69,53.96,28.21,22.04,43.76,63.12,63.25,8.11,8.55,61.35,90.7,92.01,28.2,55.57,13.76
94,Phường Hoàng Mai,24.88,12.81,1.32,61.24,42.65,57.79,3.12,9.48,54.81,59.54,73.03,95.35,10.09,61.26,82.2,41.92,7.55,99.83,26.54,18.65,24.43,8.03,51.6,38.79,40.44,2.22,52.21,4.86,43.15,55.73,9.61,69.81,10.35,92.69,60.82,15.56,65.45,50.03,64.36,40.46,48.5,54.17,7.08,97.12,88.62,95.15,87.53,1.05,53.3,13.17,17.26,19.27,53.05,17.34
95,Phường Hoàng Quế,26.64,20.85,7.01,24.06,35.85,17.63,90.22,26.24,84.15,52.31,37.5,67.42,62.02,68.33,27.12,43.31,90.93,36.88,3.74,11.78,81.36,3.52,66.78,53.16,76.65,7.53,11.68,76.17,38.98,14.35,27.42,17.13,99.06,96.05,64.12,66.78,45.54,62.93,74.76,40.36,78.9,7.7,85.07,97.1,36.21,99.29,78.97,12.76,0.16,49.84,87.42,8.08,54.33,45.55
96,Phường Hoành Bồ,39.42,63.05,49.08,63.37,32.02,95.65,6.33,44.4,65.17,53.12,28.36,51.02,44.96,15.37,3.73,21.55,4.32,42.91,87.35,20.67,15.8,22.6,69.89,95.31,81.5,35.94,58.27,63.85,82.8,43.02,66.9,73.85,1.79,38.09,82.23,17.13,66.59,11.65,88.76,41.98,15.93,28.25,55.88,71.51,46.76,52,86.08,22.2,2.33,79.3,19.1,11.59,50.49,85.58
97,Phường Hồng An,28.74,98.01,81.94,0.85,72.52,69.93,88.37,56.11,88.48,14.87,60.16,59.86,97.34,36.67,16.14,23.63,35.03,93.95,73.88,91.49,87.9,6.03,60.56,7.26,38.11,33.54,52.23,24.38,17.33,26.69,92.58,42.6,71.72,90.95,30.9,20.13,61.87,17.56,86.38,95,70.59,12.88,25.24,4.84,48.5,40.52,71.79,34.34,14.81,91.32,98.68,54.92,87.77,94.24
98,Phường Hồng Bàng,42.11,84.93,67.3,50.18,53.51,67.18,40.42,53.41,78.6,39.68,9.16,87.25,15.31,16.18,19.94,7.3,2.05,97.91,95.25,31.96,66.11,10.89,9.77,58.45,3.17,72.43,87.31,35.42,99.71,67.46,33.23,64.46,12.05,85.45,52.25,90.65,66.88,0.57,75.63,43.25,70.02,71.54,59.09,87.07,48.24,61.27,3.89,21.74,84.97,58.49,37.41,48.77,6.87,68.86
99,Phường Hồng Châu,43.47,53.93,25.65,45.9,15.24,94.61,93.16,82.64,77,74.94,59.69,66.53,90.19,80.34,47.09,13.33,81.36,7.15,77.78,50.12,61.1,59.42,38.76,33.14,69.47,12.75,42.69,12.31,64.47,8.71,60.99,85.27,14.41,86.74,56.93,13.63,98.62,49.1,77.95,95.3,67.96,59.6,65.03,61.57,9.4,83.16,44.69,42.32,14.97,59.57,53.04,97.66,44.89,98.45
100,Phường Hồng Gai,45.42,90.47,49.56,63.38,71.26,88.59,79.99,91.44,16.5,54.11,25.64,32.62,18.99,97.44,35.59,7.51,95.72,12.45,59.67,29.74,59.19,6.51,39.38,77.05,20.96,17.48,85.95,53.1,67.11,4.9,0.38,78.66,21.41,42.87,1.16,48.46,87.18,1.21,69.81,96.1,99.98,11.64,16.89,81.93,24.98,36.02,92.32,21.87,32.09,0.77,2.49,97.06,90.45,95.78
101,Phường Hồng Hà,35.85,55.25,62.17,64.37,0.78,16.87,20.65,29.12,1.48,41.16,17.05,85.15,67.49,89.35,40.54,35.33,82.65,47.97,58.87,3.89,87.76,31.63,22.64,17.09,97.85,97.59,56.32,4.76,98.97,41.41,60.7,19.04,82.07,22.42,47,67.57,52.44,67,96.36,41.96,65.49,17.1,89.1,24.09,72.34,14.51,74.47,40.95,46.5,15.46,36.26,5.78,59.28,46.3
102,Phường Hồng Quang,34.74,85.58,54.72,34.39,24.7,82.44,33.58,34.18,56.39,84.82,73.89,41.61,88.27,52.1,25.87,30.67,64.28,22.69,8.46,46.62,29.21,19.78,26.45,12.99,67.87,24.08,8.99,33.41,55.8,28.08,24.5,96.69,81.03,90.08,19.28,32.31,61.57,74.65,99.51,59.63,44.27,84.15,34.39,11.14,88.09,49.74,59.79,17.06,47.6,56.67,68.48,85.14,24.37,89.01
103,Phường Hưng Đạo,7.94,69.39,85.98,2.81,77.48,43.04,63.29,65.23,51.56,61.85,97.65,82.61,34.23,1.25,6.99,54.07,39.61,62.47,29.91,60.67,74.51,90.45,68.62,69.83,14.39,70.35,28.5,29.1,88.43,28.39,77.82,23.06,96.67,34.74,61.16,49.19,41.6,71.32,7.13,53.38,69.94,90.52,32.82,34.38,36.48,38,65.37,81.93,28.1,34.76,28.38,30.36,61.19,83.88
104,Phường Khương Đình,25.95,90.73,66.64,49.01,72.2,67.63,59.45,93.99,90.06,74.1,26.97,87.75,7.51,64.56,19.59,20.87,21.79,25.47,2.96,43.74,43.08,99.24,39.38,25.58,83.94,73.98,17.59,0.03,35.62,32.62,29.97,44.05,22.04,69.61,18.74,60.35,41.51,92.05,22.21,23.22,13.58,80.69,30.39,58.33,81.41,66.66,81.73,83.49,31.8,55.19,78.44,6.48,4.76,85.34
105,Phường Kiến An,38.46,42.53,60.18,46.35,55.29,26.53,76.72,77.25,64.81,66.13,36.6,69.11,54.82,5.38,45.17,28,47.56,51.31,52.07,80.79,4.23,23.46,27.22,23.52,1.77,72.77,24.82,59.55,95.61,32.9,87.44,84.67,56.34,43.24,44.99,13,96.23,51.48,88.62,81.16,28.54,2.02,65.4,43.67,47.9,12.34,78.19,3.01,42.16,65.49,57.06,71.5,61.81,34.23
106,Phường Kiến Hưng,40.55,76.43,38.69,13.23,99,29.37,21.85,80.72,89.96,75.38,8.07,59.11,22.11,26.36,96.81,24.37,83.79,1.96,20.7,75.55,35.42,18.16,78.13,9.57,13.13,6.28,0.56,70.71,67.02,3.48,28.84,59.86,29.41,30.55,40.04,68.18,1.05,59.69,64.64,91.97,92.84,84.87,11.09,43.65,16.4,43.53,3.65,32.17,38.08,92.56,51.57,65.6,64.72,58.52
108,Phường Kim Bảng,15.61,9.56,5.66,48.31,23.77,23.79,17.09,52.65,2.37,94.68,61.2,55.82,55.93,60.92,49.65,43.36,76.58,58.69,48.81,13.7,76.97,7.9,73.64,41.6,23.04,28.41,91.65,80.56,3.26,26.49,27.68,50.68,37.69,88.68,11.37,25.41,64.58,15.25,90.16,50.53,5.16,16.15,51.94,12.08,44.98,49.34,70.6,72.97,24.75,59.58,65.56,80.37,96.58,59.69
109,Phường Kim Liên,36.47,4,78.98,66.45,9.81,68.91,24.41,41.43,65.44,45.36,33.43,76.55,48.93,61.89,52.17,53.34,56.34,34.75,10.71,1.22,35.91,86.5,66.47,48.42,59.19,6.61,97.37,98.83,39.07,75.63,55.4,10.39,76.59,84.32,92.43,37.04,53.18,76.06,6.99,49.04,21.13,84.8,12.52,69.26,12.69,70.89,64.56,92.93,11.71,31.13,20.4,32.32,96.67,41.18
110,Phường Kim Thanh,27.7,84.73,57.41,43.05,53.56,93.39,24.01,93.24,40.3,5.33,20.79,10.99,72.28,94.56,24.88,39.21,68.65,0.11,91.93,58.31,80.63,93.58,16.86,41.25,20.15,47.14,79.77,47.58,49.64,22.43,25.51,11.41,95.09,0.8,56.51,59.7,2.73,15.26,60.21,72.33,52.92,47.42,62.86,80.99,4.72,38.19,48.01,15.18,83.26,33.79,27.27,99.71,27.33,17.5
111,Phường Kinh Bắc,23.5,44.49,19,44.4,47.79,51.85,58.99,92.96,7.94,74.11,25.69,98.37,6.36,94.18,37.84,90.32,55.91,38.14,29.26,21.07,86.75,60.07,94.11,58.96,96.65,21.25,56.85,89.18,92.32,16.14,1.01,13.08,35.75,68.66,95.95,77.38,78.8,34.78,94.7,83.23,92.2,54.41,44.97,49.25,99.74,15.31,46.48,64.67,67.12,6.17,2.45,62.83,3.46,88.77
112,Phường Kinh Môn,26.86,59.85,99.12,0.34,29.27,23.79,64.68,80.9,40.2,82.81,82.61,23.26,62.6,70.13,79.72,25.65,93.19,60.69,12.62,7.49,80.51,49.53,68.38,12.19,13.66,84.32,40.4,99.66,92.8,96.37,27.98,11.92,23.26,46.19,96.02,51.64,33.61,66.7,71.71,71.71,0.03,22.77,33.82,75.89,33.62,46.66,30.46,47.66,56.77,81.43,43.82,65.88,3.01,63.3
113,Phường Kỳ Lừa,35.99,67.65,84.32,51.05,37.59,42.73,54.19,70.6,39.17,3.1,53.54,10.07,50.31,32.55,57.89,83.12,74.99,19.43,2.55,82.32,68.93,32.34,36.53,23.88,58.09,5.51,17.26,5.39,62.07,16.56,92.73,68.22,16.64,64.89,20.41,30.74,25.58,92.36,12.3,14.69,50.48,4.68,76.13,76.04,91.74,75.33,83.99,11.23,87.82,62.71,91.56,69.48,90.43,52.93
114,Phường Kỳ Sơn,37.58,62.3,41.85,37.98,77.03,87.82,68.23,30.08,32.18,42.94,46.31,53.11,71.2,93.48,30.81,90.7,49.18,74.18,56.42,66.88,12.97,49.92,59.25,56.68,25.48,46.62,37.61,73.27,21.51,46.14,40.4,46.36,90.04,29.85,61.18,5.66,89.75,88.21,67.2,83.94,19.21,47.96,23.41,18.48,43.64,21.48,55.38,52.73,86.34,18.03,30.37,44.66,43.11,13.93
115,Phường Láng,43.52,73.77,7.12,49.55,14.57,64.86,15.79,62.55,52.19,61.9,23.51,58.06,24.61,49,12.85,56.25,44.41,43.7,37.75,86.37,19.54,90.14,88.76,18.09,52.3,96.53,46.27,96.77,63.57,66.66,77.93,8.75,79.51,69.27,13.41,91.2,91.89,22.91,59.68,56.03,94.34,44.81,94.91,45.01,31.15,21.51,75.11,88.18,14.58,76.88,11.92,9.07,26.05,96.76
116,Phường Lào Cai,46.35,90.53,26.01,85.05,89.16,51.3,74.27,80.09,9.84,3.24,69.14,42.45,67.15,87.41,8.79,7,57.54,41.94,42.74,38.57,20,82.99,34.5,79.64,58.01,53.68,84.22,80.49,71.32,44.34,42.39,83.12,28.42,45.58,68.02,32.89,35.15,81.42,98.13,99.79,34.32,21.27,61.18,82.94,14.88,37.58,81.34,83.91,74.44,33.26,23.29,65.96,49.65,93.71
117,Phường Lê Chân,19.6,30.96,17.69,4.27,21.96,84.32,86.16,50.23,3.9,42.53,96.59,82.59,88.43,41.99,87.72,36.52,39.34,22.79,89.6,66.74,37.26,79.99,59.91,62.37,10.56,91.84,28.22,11.49,16.92,21.53,4.34,61.32,65.77,89.27,85.41,27.52,37.39,44.87,67.28,44.18,55.93,63.18,15.37,20.23,56.92,3.74,42.98,97.76,5.25,19.09,36.44,11.92,0.23,38.45
118,Phường Lê Đại Hành,13.18,14.14,48.9,46.89,0.18,46.81,51.81,65.16,85.67,68.4,37.64,71.34,10.47,2.75,85.75,0.46,77.08,7.24,95.15,47.7,7.47,94.28,26.73,73.2,48.23,78.45,78.32,39.76,47.06,76.47,65.98,45.05,89.27,98.02,26.65,21.69,60.18,64.82,43.28,27.11,74.93,51.78,41.18,17.93,81.21,24.34,45.48,25.96,14.22,26.26,42.38,87.67,57.1,26.57
119,Phường Lê Hồ,34.32,26.11,96.06,19.54,1.46,24.45,92.3,53.79,37.72,96.58,36.36,55.33,41.15,55.57,61.79,9.06,25.25,12.74,24.06,70.2,10.26,41.92,31.82,79.95,22.51,57.61,69.59,67.26,37.62,92.1,19.37,89.27,50.72,80.78,60.72,23.02,39.86,26.78,0.55,86.38,34.49,43.37,96.3,16.94,22.65,40.02,41.09,84.78,41.61,95.12,90.31,26.78,73.17,35.4
120,Phường Lê Ích Mộc,24.72,24.9,78.44,25.41,13.7,47.98,62.26,20.71,10.62,5.62,14.11,20.97,13.72,0.06,85.12,45.63,79.3,16.88,61.07,68.68,74.64,98.25,97.48,33.2,48.46,57.56,41.05,71.12,78.16,49.6,57.63,27.47,26.59,82.2,16.3,4.7,32.81,43.23,26.47,80.05,98.47,59.11,41.51,44.27,91.59,69.73,87.21,67.97,96.5,99.22,5.24,59.44,62.15,2.57
121,Phường Lê Thanh Nghị,35.69,70.55,41.75,50.41,51.29,60.49,45.79,37.09,74.02,97.05,8.05,93.05,76.68,53.8,46.41,71.18,25.71,97.41,77.62,81.52,10.33,51.61,41.45,64.8,66.17,97.66,17.6,76.8,40.6,72.74,70.55,52.88,38.09,8.04,69.88,60.61,68.69,59.28,84.19,21.46,46.98,42.11,21.42,94.96,32.57,48.32,6.22,15.16,14.77,38.53,18.93,4.77,92.96,81.17
122,Phường Liêm Tuyền,38.42,76.06,83.05,27.24,52.3,60.49,53.83,22.79,84.16,8.07,45.16,24.54,53.56,84.64,57.08,91.12,18.4,45.45,40.37,85.86,74.21,82.47,26.33,12.67,37.34,36.3,44,0.48,0.8,82.02,37.96,53.95,99.28,73.3,69.99,27.99,74.52,55.66,27.79,33.68,95.44,65,42.23,76.12,3.34,13.66,74.3,79.38,76.85,82.59,79,0.63,62.34,6.05
123,Phường Liên Hòa,27.44,28.3,85.22,18.57,49.23,99.16,35.15,19.63,32,15.19,41.77,58.26,42.51,44.22,14.39,24.6,22.35,71.79,74.53,90.19,84.05,6.56,94.81,71.13,27.6,2.8,61.3,11.29,5.32,72.35,91.44,63.52,7.16,98.34,94.85,89.18,75.33,33.29,16.43,5.56,76.3,77.05,2.2,6.98,54.3,33.59,23.59,8.28,45,14.24,45.39,89.49,15.12,2.3
124,Phường Lĩnh Nam,49.56,45.7,84.5,74.06,87.39,7.73,37.04,33.92,87.58,97.83,47.06,74.78,31.67,54.12,41.31,57.4,71.71,59.64,76.1,24.85,72.04,43.05,50.8,81.39,28.39,13.03,15.38,21.02,51.73,92.58,49.18,67.35,80.9,8.68,59.21,37.62,46.3,79.7,69.6,29.23,41.49,4.5,66.54,78.34,34.47,90.51,22.8,83.1,3.54,29.97,98.68,40.19,55.05,40.62
125,Phường Linh Sơn,39.88,3.48,59.51,70.2,25.07,58.92,79.44,1.79,49,2.7,13.92,77.53,12.02,59.25,50.83,1.33,36.83,41.08,40.81,49.04,41.52,1.15,83.18,93.18,66.11,26.17,90.66,45.56,12.36,80.4,52.61,11.7,54.96,44.96,10.79,72.56,38.33,93.89,22.08,72.67,70.15,35.86,56.4,27.46,5.93,75.59,13.39,4.54,3.53,29.39,4.89,72.79,75.74,18.49
126,Phường Long Biên,12.85,76.1,1.89,56.82,92.51,18.55,94.51,10.21,72.77,86.86,92.37,26.52,11.43,26,56.24,12.64,73.13,94.6,79.51,56.05,62.39,27.37,76.8,68.07,95,98.51,77.79,26.01,63.56,0.41,74.66,54.9,29.79,91.86,33.5,81.37,63.93,79.47,10.11,49.34,2,83.96,76.25,54.64,39.16,47.5,54.35,67.6,71.33,53.2,57.36,95.31,85.22,44.42
127,Phường Lương Văn Tri,11.94,19.5,88.15,44.34,87.9,55.12,94.8,41.81,56.39,23.26,67.57,3.23,60.24,85.69,48.56,31.19,98.58,7.88,60.47,46.77,55.79,32.68,63.53,47.96,39.24,85.43,66.31,61.96,59.78,35.91,57.68,1.85,6.8,28.84,24.14,16.9,72.24,82.65,46.76,48.6,25.78,34.14,30.33,9.84,49.5,42.63,55.7,53.44,32.32,78.74,58.78,94.58,9.98,88.41
